ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion
252,Love,20,Female,PhD,Same,Hindu,Partial,Rural,Not Disclosed,Medium,No,5,Middle,26,Yes,No,No
253,Arranged,28,Male,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Middle,37,Yes,No,No
254,Arranged,32,Female,Graduate,Different,Muslim,Yes,Urban,Yes,High,No,4,Middle,33,Yes,No,Yes
255,Arranged,31,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,4,High,11,No,No,No
256,Arranged,27,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,4,Middle,16,No,No,No
257,Love,36,Female,Graduate,Different,Hindu,Yes,Rural,Yes,Low,No,5,Middle,2,Yes,No,Yes
258,Love,20,Male,Graduate,Same,Muslim,Yes,Rural,Yes,High,No,4,Low,7,No,No,No
259,Love,26,Male,Graduate,Different,Muslim,Yes,Urban,No,Medium,No,1,Middle,41,No,Yes,Yes
260,Love,28,Male,School,Same,Hindu,Yes,Rural,No,High,No,0,Middle,36,Yes,No,No
261,Arranged,28,Male,School,Same,Christian,No,Urban,No,High,No,1,Middle,2,Yes,No,No
262,Arranged,25,Male,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,3,High,44,No,No,No
263,Arranged,32,Male,Postgraduate,Same,Christian,Yes,Urban,No,High,No,3,Middle,13,No,No,Yes
264,Love,34,Male,Graduate,Different,Others,Yes,Rural,Not Disclosed,High,No,5,Middle,33,Yes,Yes,Yes
265,Arranged,32,Female,Graduate,Same,Others,Yes,Rural,No,Medium,No,1,Middle,18,No,Yes,No
266,Love,33,Female,School,Different,Muslim,Yes,Urban,Not Disclosed,High,No,4,Low,48,Yes,No,No
267,Love,38,Male,Postgraduate,Same,Others,Yes,Rural,Yes,Medium,No,5,Low,6,No,Yes,No
268,Arranged,25,Female,PhD,Same,Christian,Yes,Rural,No,High,No,0,Middle,35,No,No,No
269,Arranged,26,Female,School,Same,Sikh,No,Rural,No,Medium,Yes,2,Middle,12,No,No,Yes
270,Arranged,39,Female,School,Different,Sikh,Partial,Urban,Not Disclosed,Medium,No,5,Low,11,Yes,No,No
271,Love,23,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Low,48,No,No,No
272,Arranged,38,Female,Graduate,Same,Others,Partial,Urban,Yes,High,No,3,Low,40,Yes,Yes,No
273,Arranged,20,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,High,49,Yes,No,No
274,Love,36,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,36,Yes,Yes,No
275,Arranged,30,Female,School,Same,Others,Partial,Urban,No,High,No,5,Middle,10,No,No,No
276,Arranged,20,Male,School,Different,Hindu,Yes,Urban,Not Disclosed,Low,No,3,High,10,Yes,No,No
277,Arranged,29,Female,PhD,Same,Hindu,No,Rural,No,High,No,5,High,8,No,No,No
278,Arranged,39,Female,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,5,Middle,22,Yes,No,No
279,Love,26,Male,PhD,Same,Hindu,No,Rural,No,Medium,No,0,Middle,30,Yes,No,No
280,Arranged,20,Female,Graduate,Same,Hindu,No,Rural,No,Medium,Yes,2,Middle,30,Yes,No,No
281,Love,33,Female,Postgraduate,Different,Muslim,Partial,Rural,No,High,No,0,Middle,2,Yes,No,Yes
282,Love,34,Male,School,Different,Hindu,Yes,Urban,No,Low,No,5,Middle,27,Yes,No,No
283,Love,19,Male,Graduate,Different,Muslim,Partial,Urban,No,Medium,No,1,Low,16,Yes,No,Yes
284,Love,21,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,High,8,Yes,No,No
285,Love,29,Male,Graduate,Same,Christian,Yes,Urban,No,High,Yes,4,Middle,34,Yes,No,No
286,Love,18,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,0,High,9,No,No,No
287,Love,35,Male,PhD,Different,Christian,No,Rural,Yes,Low,No,0,Middle,42,Yes,No,No
288,Love,28,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,2,Low,19,No,No,Yes
289,Arranged,23,Female,School,Same,Hindu,Yes,Urban,Yes,Low,No,0,Middle,45,No,No,No
290,Arranged,33,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,2,Low,8,Yes,Yes,No
291,Arranged,20,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,1,High,47,Yes,Yes,No
292,Arranged,36,Male,Graduate,Same,Hindu,Partial,Urban,No,Low,No,2,Middle,37,Yes,Yes,Yes
293,Arranged,28,Female,PhD,Same,Hindu,Yes,Rural,No,Low,No,2,Low,48,No,Yes,No
294,Love,37,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,0,High,18,Yes,No,No
295,Love,33,Female,PhD,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,1,Low,49,No,No,No
296,Love,31,Female,School,Same,Hindu,Partial,Rural,Yes,Medium,No,0,High,13,Yes,Yes,Yes
297,Love,31,Male,PhD,Same,Muslim,Yes,Urban,No,Medium,No,4,Low,16,Yes,No,No
298,Arranged,30,Male,Graduate,Different,Hindu,No,Urban,Yes,Medium,Yes,5,Low,33,Yes,No,No
299,Arranged,36,Female,Postgraduate,Same,Christian,Partial,Rural,No,Medium,No,0,Middle,29,No,No,No
300,Love,30,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,Middle,6,No,Yes,No
301,Love,23,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,4,Low,40,No,No,No
302,Arranged,38,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,1,No,Yes,No
303,Love,36,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,0,Middle,44,No,No,Yes
304,Love,29,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,3,Low,32,Yes,No,No
305,Love,35,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,1,High,1,Yes,No,No
306,Arranged,37,Male,PhD,Same,Muslim,Yes,Rural,No,Medium,No,1,Middle,32,No,No,No
307,Arranged,28,Male,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,3,Middle,21,No,No,No
308,Arranged,21,Male,PhD,Different,Muslim,Yes,Urban,No,Low,No,4,Middle,8,Yes,No,No
309,Love,37,Male,Graduate,Different,Hindu,Partial,Urban,No,High,No,0,High,40,No,No,No
310,Arranged,39,Male,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,Yes,4,Middle,7,No,No,No
311,Love,25,Female,Graduate,Different,Hindu,Partial,Urban,Yes,Medium,No,3,Middle,3,No,No,Yes
312,Arranged,21,Male,Postgraduate,Same,Christian,No,Urban,No,Medium,No,2,Low,38,Yes,No,No
313,Arranged,18,Female,Postgraduate,Different,Hindu,Partial,Urban,No,High,No,3,High,26,No,No,Yes
314,Love,39,Male,Postgraduate,Same,Christian,Yes,Urban,Yes,High,No,2,High,19,Yes,No,No
315,Arranged,20,Female,PhD,Same,Hindu,Yes,Rural,No,Low,No,2,Low,32,Yes,No,No
316,Love,30,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,0,Middle,41,Yes,Yes,Yes
317,Love,21,Male,Graduate,Same,Muslim,Yes,Urban,No,Low,No,1,Low,18,No,Yes,No
318,Love,21,Female,Graduate,Different,Muslim,No,Urban,No,Low,No,4,Low,39,No,No,No
319,Love,25,Female,School,Different,Hindu,No,Rural,Yes,High,No,3,Middle,31,Yes,Yes,Yes
320,Love,31,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,5,High,40,No,No,Yes
321,Love,37,Male,Postgraduate,Same,Hindu,Partial,Rural,No,Medium,No,4,Low,41,No,No,No
322,Love,32,Male,School,Different,Hindu,Yes,Rural,No,Medium,No,1,Middle,36,Yes,No,No
323,Arranged,19,Male,School,Same,Hindu,Partial,Urban,No,Medium,No,5,Low,34,No,No,Yes
324,Arranged,33,Female,School,Different,Sikh,Yes,Rural,Yes,Low,No,5,Low,21,Yes,Yes,No
325,Love,37,Female,PhD,Same,Hindu,Yes,Urban,Not Disclosed,High,No,2,Low,24,Yes,Yes,No
326,Love,18,Male,PhD,Same,Sikh,Yes,Rural,No,Low,No,4,Middle,1,Yes,No,No
327,Arranged,22,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,4,Low,41,Yes,Yes,No
328,Love,39,Female,School,Same,Muslim,Yes,Urban,No,Medium,No,2,High,36,Yes,No,No
329,Arranged,34,Male,PhD,Same,Hindu,Partial,Urban,Not Disclosed,Medium,No,4,High,4,No,No,Yes
330,Arranged,18,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,4,High,22,No,Yes,Yes
331,Love,22,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,4,Middle,46,No,Yes,Yes
332,Love,38,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,45,Yes,Yes,No
333,Love,26,Female,School,Same,Others,Yes,Rural,No,Low,No,3,High,2,Yes,No,Yes
334,Love,35,Female,Graduate,Different,Christian,Yes,Urban,No,Medium,No,1,Middle,14,No,No,No
335,Love,25,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,40,No,No,No
336,Arranged,39,Male,Graduate,Same,Hindu,No,Urban,Yes,Medium,No,2,Middle,1,Yes,No,No
337,Love,30,Female,Graduate,Same,Hindu,No,Urban,No,Medium,No,5,Middle,46,Yes,No,No
338,Love,28,Male,Postgraduate,Same,Hindu,No,Rural,Yes,Medium,No,0,Low,22,No,Yes,No
339,Love,18,Female,School,Different,Muslim,Yes,Rural,Not Disclosed,Medium,Yes,1,Middle,43,Yes,No,No
340,Arranged,33,Female,Graduate,Different,Hindu,Partial,Rural,Yes,Medium,No,1,Middle,6,Yes,No,No
341,Love,39,Male,School,Different,Muslim,Yes,Urban,No,Medium,No,0,Low,26,Yes,Yes,No
342,Arranged,31,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,1,Low,10,No,No,No
343,Arranged,39,Female,Graduate,Same,Hindu,Partial,Urban,No,High,No,1,Low,37,Yes,No,No
344,Arranged,25,Male,Graduate,Different,Muslim,Yes,Rural,No,Medium,No,2,Low,33,Yes,No,Yes
345,Love,18,Male,Postgraduate,Same,Muslim,Yes,Rural,No,High,No,4,Middle,31,Yes,No,No
346,Love,38,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Middle,16,Yes,No,No
347,Love,20,Male,PhD,Same,Muslim,Yes,Urban,Yes,Medium,No,0,Middle,18,No,No,No
348,Arranged,29,Male,Graduate,Different,Hindu,Yes,Urban,No,Low,No,4,Low,43,Yes,Yes,Yes
349,Arranged,35,Male,School,Different,Hindu,Yes,Rural,No,Medium,No,3,Middle,6,Yes,Yes,Yes
350,Love,26,Female,Postgraduate,Different,Muslim,Partial,Rural,Not Disclosed,Low,No,2,Middle,4,Yes,Yes,No
351,Arranged,27,Male,School,Same,Hindu,Yes,Rural,No,High,No,2,Low,25,No,Yes,No
352,Arranged,23,Male,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Low,No,1,Middle,38,No,No,No
353,Love,35,Male,Graduate,Same,Christian,No,Urban,Yes,Low,No,0,Middle,34,No,Yes,No
354,Love,29,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,5,Low,41,Yes,Yes,Yes
355,Arranged,19,Female,Postgraduate,Same,Muslim,Yes,Urban,No,Low,No,2,Middle,44,Yes,No,No
356,Arranged,29,Female,PhD,Different,Hindu,Yes,Urban,No,High,No,3,Low,48,Yes,No,No
357,Love,38,Male,Postgraduate,Same,Muslim,Partial,Urban,Yes,Medium,No,2,Middle,4,No,No,No
358,Love,26,Male,Graduate,Same,Christian,Yes,Rural,No,Medium,No,0,High,11,No,No,No
359,Arranged,35,Male,Graduate,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,Middle,41,Yes,No,Yes
360,Arranged,29,Female,PhD,Same,Hindu,Yes,Urban,No,High,No,0,High,20,No,No,Yes
361,Love,38,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,29,Yes,Yes,No
362,Arranged,36,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,2,Middle,29,Yes,No,No
363,Love,19,Male,Postgraduate,Same,Christian,Partial,Rural,No,Medium,No,3,Middle,27,No,No,Yes
364,Arranged,19,Female,Graduate,Different,Christian,No,Urban,Yes,Medium,Yes,2,Low,36,Yes,No,No
365,Love,23,Female,School,Same,Hindu,Yes,Urban,No,High,No,0,Low,47,Yes,No,Yes
366,Arranged,20,Male,School,Different,Hindu,Yes,Urban,Yes,Low,No,4,Middle,37,Yes,No,No
367,Love,34,Male,School,Different,Hindu,Yes,Urban,Not Disclosed,High,No,0,Low,35,Yes,Yes,No
368,Arranged,23,Male,Postgraduate,Different,Christian,Yes,Urban,No,Low,No,5,Middle,38,No,Yes,No
369,Love,36,Male,Graduate,Same,Muslim,Partial,Urban,No,Low,No,5,Low,35,No,No,No
370,Love,24,Female,Postgraduate,Same,Muslim,Yes,Urban,No,Medium,No,1,Middle,33,No,No,No
371,Arranged,34,Female,Graduate,Different,Hindu,Partial,Rural,No,Medium,No,5,High,21,No,No,No
372,Love,18,Female,Graduate,Same,Others,No,Urban,No,Medium,No,5,Middle,47,Yes,No,No
373,Love,25,Male,Postgraduate,Different,Muslim,Yes,Urban,No,Medium,No,3,Middle,12,No,No,No
374,Love,24,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,3,Middle,32,No,No,No
375,Love,26,Male,Postgraduate,Different,Hindu,Yes,Rural,No,Medium,No,0,Middle,14,No,No,No
376,Arranged,25,Female,PhD,Same,Christian,Partial,Rural,No,Medium,No,1,High,18,No,No,No
377,Love,18,Female,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Middle,21,No,No,Yes
378,Love,30,Female,Postgraduate,Same,Hindu,No,Rural,Not Disclosed,Low,No,4,Low,10,No,No,No
379,Love,27,Female,PhD,Same,Hindu,Yes,Urban,No,High,No,3,Middle,49,No,No,No
380,Arranged,28,Male,Graduate,Different,Hindu,Yes,Rural,No,Low,No,5,Low,33,Yes,No,No
381,Love,37,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,4,Low,39,Yes,No,No
382,Love,24,Female,Graduate,Same,Others,Yes,Urban,No,Low,No,1,Middle,9,Yes,Yes,No
383,Love,38,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,2,Middle,31,No,No,No
384,Love,29,Female,School,Same,Hindu,Yes,Urban,No,Low,Yes,4,Middle,14,Yes,No,No
385,Arranged,21,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,5,Middle,47,Yes,No,No
386,Arranged,29,Female,Postgraduate,Different,Hindu,Yes,Rural,Yes,Low,No,3,Low,47,No,No,No
387,Love,28,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,2,Middle,39,Yes,Yes,No
388,Love,32,Male,School,Same,Hindu,Partial,Rural,No,High,No,0,Low,12,No,No,No
389,Arranged,19,Female,Postgraduate,Different,Hindu,Yes,Rural,Yes,Medium,No,1,Middle,18,No,No,No
390,Arranged,24,Female,School,Same,Hindu,Yes,Urban,No,Low,No,0,Low,26,No,No,No
391,Arranged,33,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,32,Yes,No,No
392,Arranged,22,Male,Graduate,Different,Hindu,Yes,Rural,No,High,No,2,Middle,22,No,No,No
393,Arranged,34,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,4,Middle,6,Yes,No,No
394,Arranged,28,Male,PhD,Different,Hindu,Yes,Rural,Yes,High,Yes,3,Middle,35,Yes,Yes,No
395,Arranged,30,Male,Graduate,Different,Hindu,Yes,Rural,No,Low,No,4,High,45,Yes,No,No
396,Arranged,18,Female,Graduate,Different,Muslim,Partial,Urban,No,Medium,No,0,Middle,28,No,No,No
397,Arranged,30,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,15,Yes,No,No
398,Arranged,19,Male,Postgraduate,Different,Others,Yes,Rural,No,Medium,No,2,Low,31,Yes,Yes,Yes
399,Arranged,30,Male,PhD,Same,Muslim,Yes,Urban,No,Medium,No,0,High,41,Yes,No,No
400,Love,32,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,42,No,No,No
401,Love,28,Female,School,Same,Sikh,Yes,Urban,Yes,Medium,No,1,Middle,44,No,No,No
402,Love,35,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,39,Yes,Yes,No
403,Love,34,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,4,High,4,No,Yes,No
404,Love,24,Female,Graduate,Different,Muslim,Yes,Urban,Yes,Medium,No,0,High,43,Yes,Yes,Yes
405,Arranged,35,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,40,No,No,No
406,Arranged,25,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,0,Low,40,Yes,No,No
407,Arranged,33,Male,Graduate,Different,Muslim,Yes,Urban,Not Disclosed,Low,No,3,Middle,13,No,No,No
408,Arranged,30,Female,School,Different,Hindu,Partial,Urban,Yes,High,No,4,High,37,No,No,No
409,Love,34,Male,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,4,Middle,5,Yes,No,No
410,Love,20,Female,School,Different,Hindu,Yes,Rural,No,Medium,No,1,Low,2,No,Yes,No
411,Arranged,19,Male,PhD,Same,Muslim,Yes,Urban,Not Disclosed,Medium,No,0,Low,19,No,Yes,No
412,Love,20,Female,PhD,Different,Muslim,Yes,Rural,Yes,Medium,No,1,Middle,4,No,No,No
413,Love,35,Male,Graduate,Different,Christian,Yes,Rural,Yes,High,No,5,Low,16,No,No,No
414,Arranged,19,Male,Graduate,Same,Sikh,Yes,Urban,No,High,No,5,Middle,3,No,No,No
415,Love,35,Female,Postgraduate,Different,Muslim,Yes,Urban,No,Medium,No,0,Middle,19,Yes,Yes,No
416,Arranged,19,Male,PhD,Different,Muslim,Yes,Rural,No,High,No,5,Middle,1,No,No,No
417,Love,22,Female,Graduate,Same,Muslim,Yes,Urban,No,Low,No,0,Middle,46,Yes,Yes,No
418,Arranged,24,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,2,Middle,26,Yes,Yes,No
419,Arranged,29,Female,Graduate,Different,Christian,Yes,Rural,No,Medium,Yes,2,High,34,Yes,No,No
420,Arranged,37,Male,Postgraduate,Different,Hindu,Yes,Rural,Yes,High,No,4,Middle,13,Yes,No,Yes
421,Arranged,24,Female,Graduate,Same,Sikh,Yes,Urban,Not Disclosed,Medium,Yes,0,Middle,22,No,Yes,No
422,Arranged,34,Male,Postgraduate,Same,Hindu,No,Rural,No,Medium,No,4,High,37,No,Yes,No
423,Arranged,38,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Middle,35,Yes,No,No
424,Love,26,Male,School,Different,Sikh,Yes,Rural,No,High,No,0,Middle,18,No,No,No
425,Arranged,22,Female,Graduate,Different,Hindu,Partial,Urban,No,Medium,No,5,Low,38,Yes,No,No
426,Love,19,Female,Graduate,Different,Muslim,Yes,Rural,No,Medium,No,5,High,29,Yes,Yes,No
427,Love,25,Female,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,4,Middle,33,No,No,Yes
428,Arranged,33,Male,Graduate,Same,Christian,Partial,Rural,No,Medium,Yes,2,Middle,25,No,No,No
429,Arranged,33,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,2,Middle,16,No,Yes,No
430,Arranged,22,Male,Graduate,Same,Hindu,No,Urban,Yes,Medium,Yes,3,High,33,No,No,Yes
431,Arranged,24,Female,Graduate,Different,Muslim,Partial,Rural,No,Low,No,0,High,25,Yes,No,No
432,Arranged,32,Female,Graduate,Same,Christian,Yes,Urban,Yes,Medium,No,4,Middle,20,Yes,No,No
433,Love,37,Male,School,Different,Christian,Yes,Urban,No,High,No,2,High,11,Yes,Yes,Yes
434,Love,39,Female,PhD,Same,Hindu,Yes,Urban,No,High,No,4,Low,12,Yes,No,No
435,Love,20,Male,School,Same,Sikh,Yes,Rural,No,Medium,No,4,Middle,29,Yes,No,No
436,Love,28,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,4,Middle,13,No,Yes,No
437,Arranged,36,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Low,32,No,No,Yes
438,Arranged,35,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,2,Middle,33,No,Yes,No
439,Love,38,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,2,Middle,11,No,No,No
440,Arranged,18,Male,PhD,Different,Christian,No,Rural,Yes,Low,No,1,Middle,16,Yes,No,No
441,Arranged,38,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,26,Yes,No,No
442,Arranged,18,Male,School,Same,Hindu,Yes,Urban,No,High,No,4,Low,9,Yes,Yes,Yes
443,Arranged,31,Male,Graduate,Same,Hindu,Partial,Rural,Yes,Medium,No,0,Middle,38,Yes,Yes,No
444,Arranged,21,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,20,No,No,No
445,Arranged,22,Female,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,2,Low,28,Yes,No,No
446,Love,36,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,12,Yes,No,No
447,Arranged,39,Male,Graduate,Different,Muslim,Yes,Urban,Yes,Low,No,5,Low,19,Yes,No,No
448,Love,39,Female,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,No,1,Middle,28,No,No,No
449,Arranged,21,Male,Graduate,Same,Christian,Yes,Urban,No,Medium,No,5,High,39,Yes,No,No
450,Arranged,26,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,4,Middle,27,Yes,Yes,No
451,Arranged,23,Female,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,1,Middle,24,Yes,No,Yes
452,Love,32,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,5,Low,49,Yes,No,No
453,Arranged,22,Female,School,Same,Christian,Yes,Rural,No,High,No,0,High,20,Yes,No,No
454,Love,36,Male,Postgraduate,Same,Hindu,No,Rural,Yes,Low,No,4,Low,49,No,Yes,No
455,Love,33,Female,Graduate,Same,Sikh,Yes,Rural,Not Disclosed,High,No,4,Low,10,No,No,No
456,Arranged,24,Female,School,Different,Muslim,Yes,Rural,Yes,Low,Yes,4,Middle,36,Yes,No,No
457,Love,35,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,2,Middle,31,Yes,No,No
458,Love,37,Male,School,Different,Hindu,Partial,Urban,No,High,No,1,High,27,Yes,No,No
459,Arranged,36,Female,School,Same,Christian,Yes,Urban,Not Disclosed,Medium,No,1,Middle,42,No,No,No
460,Arranged,30,Male,PhD,Same,Hindu,Yes,Rural,No,High,No,4,High,30,No,Yes,Yes
461,Love,39,Male,Graduate,Same,Muslim,No,Rural,Yes,Medium,No,2,Middle,33,No,No,No
462,Love,19,Female,Graduate,Different,Hindu,No,Rural,Yes,High,No,5,Middle,27,Yes,Yes,No
463,Arranged,22,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,3,Middle,7,Yes,No,No
464,Arranged,23,Male,Postgraduate,Different,Hindu,Yes,Urban,No,High,Yes,5,Middle,9,No,Yes,No
465,Arranged,23,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,4,High,5,No,Yes,No
466,Arranged,27,Male,Graduate,Same,Muslim,No,Rural,No,High,Yes,0,Middle,11,Yes,No,Yes
467,Arranged,29,Female,School,Same,Hindu,Yes,Rural,Not Disclosed,Low,No,4,High,10,Yes,No,No
468,Love,21,Male,Graduate,Same,Hindu,Yes,Rural,No,High,No,3,Low,33,No,Yes,No
469,Love,24,Male,PhD,Same,Hindu,Yes,Rural,No,Medium,No,2,High,9,Yes,No,No
470,Love,18,Male,PhD,Same,Muslim,Yes,Urban,Yes,Medium,Yes,2,Middle,45,Yes,Yes,Yes
471,Love,33,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Low,29,Yes,No,No
472,Arranged,31,Female,Postgraduate,Different,Hindu,Partial,Urban,Yes,Medium,No,4,Middle,49,No,Yes,No
473,Love,19,Female,School,Same,Hindu,Yes,Rural,No,High,No,2,Low,34,Yes,Yes,No
474,Love,31,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,No,5,Middle,6,No,No,Yes
475,Arranged,32,Female,School,Same,Hindu,Partial,Urban,Yes,High,No,0,Middle,11,No,No,No
476,Arranged,32,Male,School,Different,Hindu,Yes,Urban,No,Low,No,3,Middle,9,No,Yes,No
477,Arranged,22,Female,School,Different,Muslim,Yes,Urban,Yes,Medium,Yes,3,Low,25,No,Yes,No
478,Arranged,35,Male,Graduate,Different,Sikh,Yes,Rural,Yes,Low,Yes,0,Middle,23,No,No,No
479,Arranged,37,Female,Postgraduate,Different,Hindu,No,Rural,No,Medium,No,4,Middle,5,Yes,No,No
480,Love,19,Female,Postgraduate,Same,Christian,Partial,Rural,No,High,No,2,Low,2,No,Yes,No
481,Love,23,Male,Graduate,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,5,High,44,Yes,No,No
482,Arranged,26,Female,School,Same,Christian,Yes,Urban,No,Low,No,1,Middle,43,Yes,No,No
483,Arranged,28,Female,Graduate,Same,Hindu,No,Urban,No,High,No,5,Middle,22,Yes,Yes,No
484,Love,35,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Low,23,No,No,No
485,Love,31,Male,Graduate,Different,Hindu,Partial,Urban,No,Low,No,0,High,47,Yes,No,Yes
486,Arranged,35,Male,School,Different,Hindu,Partial,Urban,No,Low,No,0,Low,22,No,No,No
487,Arranged,19,Male,School,Same,Christian,Yes,Urban,Yes,High,Yes,3,Middle,42,No,No,No
488,Love,28,Male,School,Same,Hindu,Yes,Rural,No,Medium,Yes,3,Middle,36,No,No,Yes
489,Love,26,Female,School,Different,Muslim,Yes,Rural,No,Medium,No,0,Middle,14,No,Yes,No
490,Arranged,29,Female,School,Same,Others,Partial,Urban,Yes,Low,No,3,High,28,Yes,No,No
491,Arranged,18,Female,School,Same,Muslim,Yes,Urban,No,High,No,1,Low,5,Yes,No,No
492,Love,32,Male,Graduate,Same,Sikh,Yes,Rural,Yes,Low,No,0,Low,3,Yes,No,No
493,Arranged,29,Male,PhD,Different,Muslim,Yes,Urban,No,Medium,Yes,0,Low,23,Yes,No,No
494,Love,37,Male,School,Different,Hindu,Yes,Rural,No,Low,No,3,High,15,No,Yes,Yes
495,Love,19,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,2,Low,28,Yes,Yes,No
496,Love,27,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,5,Middle,41,Yes,No,No
497,Love,27,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Low,47,No,Yes,No
498,Love,35,Female,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,0,Middle,30,No,No,No
499,Arranged,27,Female,PhD,Same,Hindu,Yes,Rural,No,High,No,2,Middle,18,Yes,No,No
500,Arranged,21,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,0,Middle,14,Yes,Yes,Yes
501,Love,24,Female,School,Different,Hindu,Yes,Urban,No,High,No,5,Middle,43,No,Yes,No
502,Arranged,30,Female,Graduate,Same,Christian,Yes,Urban,Yes,High,No,3,High,33,No,No,No
